drug,creationDate,type,status,targets
DB02834,2005-06-13,small molecule,experimental,BE0000747
DB02835,2005-06-13,small molecule,experimental,BE0001357;BE0004461
DB02836,2005-06-13,small molecule,experimental,BE0001441;BE0001706
DB02837,2005-06-13,small molecule,experimental,BE0004482
DB02838,2005-06-13,small molecule,experimental,BE0004141
DB02839,2005-06-13,small molecule,experimental,BE0001543;BE0001523
DB02840,2005-06-13,small molecule,experimental,BE0001120
DB02841,2005-06-13,small molecule,experimental,BE0002718;BE0001568;BE0003894
DB02842,2005-06-13,small molecule,experimental,BE0004796
DB02843,2005-06-13,small molecule,experimental,BE0001369;BE0000916;BE0002493;BE0001698;BE0001703
DB02844,2005-06-13,small molecule,experimental,BE0001674
DB02845,2005-06-13,small molecule,experimental,BE0001897;BE0002180;BE0000426
DB02846,2005-06-13,small molecule,experimental,BE0004149
DB02847,2005-06-13,small molecule,experimental,NA
DB02848,2005-06-13,small molecule,experimental,BE0002431
DB02849,2005-06-13,small molecule,experimental,BE0001506
DB02850,2005-06-13,small molecule,experimental,BE0000455
DB02851,2005-06-13,small molecule,experimental,BE0001246
DB02852,2005-06-13,small molecule,experimental,BE0000826
DB02853,2005-06-13,small molecule,experimental,NA
DB02854,2005-06-13,small molecule,experimental,BE0000886;BE0002840;BE0001679;BE0003805
DB02855,2005-06-13,small molecule,experimental,BE0000939
DB02856,2005-06-13,small molecule,experimental,BE0001772
DB02857,2005-06-13,small molecule,investigational,BE0001360;BE0000250;BE0002841
DB02858,2005-06-13,small molecule,experimental,BE0001358
DB02859,2005-06-13,small molecule,experimental,BE0000702
DB02860,2005-06-13,small molecule,experimental,BE0001447
DB02861,2005-06-13,small molecule,experimental,BE0000322
DB02862,2005-06-13,small molecule,experimental,NA
DB02864,2005-06-13,small molecule,experimental,NA
DB02865,2005-06-13,small molecule,experimental,BE0001326
DB02866,2005-06-13,small molecule,experimental,BE0000322
DB02867,2005-06-13,small molecule,experimental,BE0001369
DB02868,2005-06-13,small molecule,experimental,BE0000418
DB02869,2005-06-13,small molecule,experimental,BE0001909;BE0003417
DB02870,2005-06-13,small molecule,experimental,BE0001248
DB02871,2005-06-13,small molecule,experimental,BE0000465
DB02872,2005-06-13,small molecule,experimental,BE0001003
DB02873,2005-06-13,small molecule,experimental,BE0001019
DB02875,2005-06-13,small molecule,experimental,BE0001739
DB02876,2005-06-13,small molecule,experimental,BE0001430
DB02877,2005-06-13,small molecule,experimental,BE0000206
DB02878,2005-06-13,small molecule,experimental,BE0000050
DB02879,2005-06-13,small molecule,experimental,BE0001895
DB02880,2005-06-13,small molecule,experimental,NA
DB02881,2005-06-13,small molecule,experimental,NA
DB02882,2005-06-13,small molecule,experimental,NA
DB02883,2005-06-13,small molecule,experimental,BE0001600
DB02884,2005-06-13,small molecule,experimental,BE0002842
DB02885,2005-06-13,small molecule,experimental,BE0001327
DB02887,2005-06-13,small molecule,experimental,BE0003106
DB02888,2005-06-13,small molecule,experimental,BE0000695
DB02889,2005-06-13,small molecule,experimental,BE0002639
DB02890,2005-06-13,small molecule,experimental,BE0004473;BE0001677
DB02891,2005-06-13,small molecule,investigational,NA
DB02892,2005-06-13,small molecule,experimental,BE0001593
DB02893,2005-06-13,small molecule,approved,BE0001534;BE0002843
DB02894,2005-06-13,small molecule,experimental,BE0000322
DB02895,2005-06-13,small molecule,experimental,BE0000648
DB02896,2005-06-13,small molecule,experimental,BE0002011
DB02897,2005-06-13,small molecule,experimental,BE0001903;BE0001908
DB02898,2005-06-13,small molecule,experimental,BE0001072
DB02899,2005-06-13,small molecule,experimental,BE0001438;BE0004008;BE0004009;BE0004010;BE0003925;BE0003926;BE0004011
DB02900,2005-06-13,small molecule,experimental,BE0001369;BE0003623;BE0004494
DB02901,2005-06-13,small molecule,investigational,BE0000194;BE0000132;BE0000123;BE0000668
DB02902,2005-06-13,small molecule,experimental,BE0000951
DB02903,2005-06-13,small molecule,experimental,BE0001496
DB02904,2005-06-13,small molecule,experimental,BE0002838
DB02905,2005-06-13,small molecule,experimental,BE0001229
DB02906,2005-06-13,small molecule,experimental,BE0002845
DB02907,2005-06-13,small molecule,experimental,BE0001326
DB02908,2005-06-13,small molecule,experimental,BE0000838
DB02909,2005-06-13,small molecule,experimental,BE0002012;BE0004075
DB02910,2005-06-13,small molecule,experimental,BE0004500;BE0001764;BE0001745
DB02911,2005-06-13,small molecule,experimental,BE0000263
DB02912,2005-06-13,small molecule,experimental,BE0002846
DB02914,2005-06-13,small molecule,experimental,NA
DB02915,2005-06-13,small molecule,experimental,BE0001072;BE0003734
DB02916,2005-06-13,small molecule,experimental,NA
DB02917,2005-06-13,small molecule,experimental,BE0001608
DB02918,2005-06-13,small molecule,experimental,BE0001287
DB02919,2005-06-13,small molecule,experimental,BE0000330
DB02920,2005-06-13,small molecule,experimental,NA
DB02921,2005-06-13,small molecule,experimental,BE0001403
DB02922,2005-06-13,small molecule,experimental,NA
DB02923,2005-06-13,small molecule,experimental,BE0001308;BE0001672;BE0003955
DB02924,2005-06-13,small molecule,experimental,BE0004320
DB02925,2005-06-13,small molecule,approved,BE0000502
DB02927,2005-06-13,small molecule,experimental,BE0001271
DB02928,2005-06-13,small molecule,experimental,BE0001222
DB02929,2005-06-13,small molecule,investigational,BE0004149
DB02930,2005-06-13,small molecule,experimental,BE0001241;BE0004488;BE0004571;BE0001073;BE0002851;BE0001269;BE0001257;BE0001235;BE0001493;BE0001547;BE0001592;BE0002852;BE0001580;BE0002850
DB02931,2005-06-13,small molecule,experimental,BE0004584
DB02932,2005-06-13,small molecule,experimental,BE0000132
DB02933,2005-06-13,small molecule,experimental,BE0001128;BE0002007
DB02934,2005-06-13,small molecule,experimental,BE0002011
DB02935,2005-06-13,small molecule,experimental,BE0001165
DB02936,2005-06-13,small molecule,experimental,BE0001640
DB02937,2005-06-13,small molecule,experimental,BE0001332;BE0001609
DB02938,2005-06-13,small molecule,investigational,BE0003997
DB02940,2005-06-13,small molecule,experimental,BE0004325;BE0004326
DB02941,2005-06-13,small molecule,experimental,BE0001271
DB02942,2005-06-13,small molecule,experimental,BE0001815
DB02943,2005-06-13,small molecule,experimental,BE0002281
DB02945,2005-06-13,small molecule,experimental,BE0001416
DB02946,2005-06-13,small molecule,experimental,NA
DB02947,2005-06-13,small molecule,experimental,BE0002011
DB02948,2005-06-13,small molecule,investigational,BE0001575
DB02949,2005-06-13,small molecule,experimental,BE0001805
DB02950,2005-06-13,small molecule,experimental,BE0000890;BE0001082;BE0001072
DB02951,2005-06-13,small molecule,experimental,BE0001256;BE0001650
DB02952,2005-06-13,small molecule,experimental,BE0001026;BE0003476
DB02953,2005-06-13,small molecule,experimental,BE0001182
DB02954,2005-06-13,small molecule,experimental,BE0001441;BE0001828
DB02955,2005-06-13,small molecule,experimental,BE0000061;BE0000095;BE0001023
DB02956,2005-06-13,small molecule,experimental,BE0002870
DB02957,2005-06-13,small molecule,experimental,NA
DB02958,2005-06-13,small molecule,experimental,NA
DB02959,2005-06-13,small molecule,approved,BE0001830
DB02960,2005-06-13,small molecule,experimental,NA
DB02961,2005-06-13,small molecule,experimental,BE0001880
DB02962,2005-06-13,small molecule,investigational,BE0001229
DB02963,2005-06-13,small molecule,experimental,BE0001072
DB02964,2005-06-13,small molecule,experimental,BE0000916
DB02965,2005-06-13,small molecule,experimental,BE0001875
DB02966,2005-06-13,small molecule,experimental,BE0000829
DB02967,2005-06-13,small molecule,experimental,BE0001886
DB02968,2005-06-13,small molecule,experimental,BE0001655;BE0001904
DB02969,2005-06-13,small molecule,experimental,BE0001879
DB02970,2005-06-13,small molecule,experimental,BE0001248
DB02971,2005-06-13,small molecule,experimental,NA
DB02972,2005-06-13,small molecule,experimental,BE0002050
DB02973,2005-06-13,small molecule,experimental,BE0001072
DB02974,2005-06-13,small molecule,experimental,BE0003549
DB02975,2005-06-13,small molecule,experimental,BE0001864
DB02976,2005-06-13,small molecule,experimental,BE0002699;BE0002871
DB02977,2005-06-13,small molecule,experimental,BE0000623
DB02978,2005-06-13,small molecule,experimental,NA
DB02979,2005-06-13,small molecule,experimental,BE0000263
DB02980,2005-06-13,small molecule,experimental,BE0001587
DB02981,2005-06-13,small molecule,experimental,BE0001217
DB02982,2005-06-13,small molecule,experimental,NA
DB02983,2005-06-13,small molecule,experimental,BE0001886;BE0000792
DB02984,2005-06-13,small molecule,experimental,BE0001019
DB02985,2005-06-13,small molecule,experimental,BE0001623
DB02986,2005-06-13,small molecule,experimental,BE0000322
DB02987,2005-06-13,small molecule,experimental,BE0004585;BE0003317
DB02988,2005-06-13,small molecule,experimental,BE0004141
DB02989,2005-06-13,small molecule,experimental,BE0001739
DB02990,2005-06-13,small molecule,experimental,BE0000332
DB02991,2005-06-13,small molecule,experimental,BE0000067
DB02992,2005-06-13,small molecule,experimental,BE0001253
DB02993,2005-06-13,small molecule,experimental,NA
DB02994,2005-06-13,small molecule,experimental,BE0001210;BE0000263;BE0000747;BE0003945
DB02995,2005-06-13,small molecule,experimental,BE0001291
DB02996,2005-06-13,small molecule,experimental,BE0003872
DB02998,2005-06-13,small molecule,experimental,BE0000557;BE0000132;BE0003740;BE0000668
DB02999,2005-06-13,small molecule,experimental,BE0000829;BE0000826
DB03000,2005-06-13,small molecule,experimental,BE0001403
DB03001,2005-06-13,small molecule,experimental,NA
DB03002,2005-06-13,small molecule,experimental,NA
DB03003,2005-06-13,small molecule,experimental,BE0002062;BE0000812;BE0002281;BE0000814
DB03004,2005-06-13,small molecule,experimental,NA
DB03005,2005-06-13,small molecule,experimental,BE0000426
DB03006,2005-06-13,small molecule,approved,BE0003751
DB03007,2005-06-13,small molecule,experimental,NA
DB03008,2005-06-13,small molecule,experimental,BE0003505
DB03009,2005-06-13,small molecule,experimental,NA
DB03010,2005-06-13,small molecule,investigational,BE0001425;BE0000143;BE0000026;BE0001367;BE0001408;BE0001391;BE0001415;BE0001388;BE0001359;BE0001275;BE0001340
DB03011,2005-06-13,small molecule,experimental,BE0001587
DB03012,2005-06-13,small molecule,experimental,BE0003753
DB03013,2005-06-13,small molecule,experimental,BE0001605;BE0003751;BE0000259
DB03015,2005-06-13,small molecule,experimental,BE0002214
DB03016,2005-06-13,small molecule,experimental,BE0001739
DB03017,2005-06-13,small molecule,approved,BE0000009;BE0000801;BE0001326;BE0001432;BE0001723;BE0004017;BE0004018;BE0001494;BE0004019;BE0001640;BE0004020;BE0001854;BE0000800;BE0000994;BE0004021;BE0003266;BE0004022;BE0004023;BE0004024;BE0002442;BE0000071
DB03018,2005-06-13,small molecule,experimental,BE0001229
DB03019,2005-06-13,small molecule,experimental,BE0001072
DB03020,2005-06-13,small molecule,experimental,BE0000465
DB03021,2005-06-13,small molecule,experimental,BE0002101
DB03022,2005-06-13,small molecule,experimental,BE0001270
DB03023,2005-06-13,small molecule,experimental,BE0000842;BE0004315;BE0000838
DB03024,2005-06-13,small molecule,experimental,BE0000270
DB03025,2005-06-13,small molecule,experimental,NA
DB03026,2005-06-13,small molecule,experimental,BE0003844;BE0001905;BE0001878;BE0002033;BE0002054;BE0002021
DB03028,2005-06-13,small molecule,experimental,BE0000941
DB03030,2005-06-13,small molecule,experimental,BE0002006
DB03031,2005-06-13,small molecule,experimental,BE0001246
DB03032,2005-06-13,small molecule,experimental,BE0000812
DB03033,2005-06-13,small molecule,experimental,BE0000966;BE0001116
DB03034,2005-06-13,small molecule,experimental,BE0001790
DB03035,2005-06-13,small molecule,experimental,BE0001209
DB03037,2005-06-13,small molecule,experimental,BE0002498
DB03038,2005-06-13,small molecule,experimental,BE0001438
DB03039,2005-06-13,small molecule,experimental,BE0000322
DB03040,2005-06-13,small molecule,experimental,BE0000994
DB03041,2005-06-13,small molecule,experimental,BE0002000;BE0001872;BE0001521
DB03042,2005-06-13,small molecule,experimental,BE0001469;BE0001199
DB03043,2005-06-13,small molecule,experimental,NA
DB03044,2005-06-13,small molecule,investigational,BE0001019
DB03045,2005-06-13,small molecule,experimental,BE0001422
DB03046,2005-06-13,small molecule,experimental,BE0000895
DB03047,2005-06-13,small molecule,experimental,NA
DB03048,2005-06-13,small molecule,experimental,BE0000960
DB03049,2005-06-13,small molecule,experimental,BE0001511
DB03051,2005-06-13,small molecule,experimental,BE0001870;BE0001787
DB03052,2005-06-13,small molecule,experimental,BE0001893
DB03053,2005-06-13,small molecule,experimental,BE0001378
DB03054,2005-06-13,small molecule,experimental,NA
DB03056,2005-06-13,small molecule,experimental,BE0002705
DB03057,2005-06-13,small molecule,experimental,BE0002015
DB03058,2005-06-13,small molecule,experimental,BE0001840
DB03059,2005-06-13,small molecule,experimental,BE0002684;BE0002938;BE0002703;BE0002695;BE0000377;BE0001422;BE0000762;BE0004500
DB03060,2005-06-13,small molecule,experimental,BE0000330
DB03061,2005-06-13,small molecule,experimental,BE0000465
DB03062,2005-06-13,small molecule,experimental,BE0001502;BE0004329
DB03063,2005-06-13,small molecule,experimental,BE0001694
DB03064,2005-06-13,small molecule,experimental,BE0003766
DB03065,2005-06-13,small molecule,experimental,BE0000263
DB03066,2005-06-13,small molecule,experimental,BE0001647
DB03067,2005-06-13,small molecule,experimental,BE0000916
DB03068,2005-06-13,small molecule,experimental,BE0002035
DB03069,2005-06-13,small molecule,experimental,BE0001707
DB03070,2005-06-13,small molecule,experimental,BE0000722
DB03071,2005-06-13,small molecule,experimental,NA
DB03072,2005-06-13,small molecule,experimental,BE0001717
DB03073,2005-06-13,small molecule,experimental,BE0001717
DB03074,2005-06-13,small molecule,experimental,BE0001405
DB03075,2005-06-13,small molecule,experimental,BE0001499
DB03076,2005-06-13,small molecule,experimental,BE0002050
DB03077,2005-06-13,small molecule,experimental,BE0001496;BE0004186
DB03078,2005-06-13,small molecule,experimental,BE0000838
DB03079,2005-06-13,small molecule,experimental,BE0001229
DB03081,2005-06-13,small molecule,experimental,BE0001739
DB03082,2005-06-13,small molecule,experimental,BE0000895
DB03083,2005-06-13,small molecule,experimental,BE0003334
DB03084,2005-06-13,small molecule,experimental,BE0001097
DB03085,2005-06-13,small molecule,approved,BE0001089;BE0001590
DB03086,2005-06-13,small molecule,experimental,BE0001534
DB03087,2005-06-13,small molecule,experimental,BE0004320
DB03088,2005-06-13,small molecule,approved,BE0000163;BE0002639;BE0004465;BE0002939;BE0004464;BE0002913;BE0003872;BE0002940;BE0002802;BE0004492;BE0004439;BE0002941;BE0002942;BE0004457;BE0001181;BE0001329;BE0001671
DB03090,2005-06-13,small molecule,experimental,BE0004793
DB03091,2005-06-13,small molecule,experimental,BE0002030
DB03092,2005-06-13,small molecule,experimental,BE0001671;BE0002639;BE0004457
DB03093,2005-06-13,small molecule,experimental,BE0001120
DB03094,2005-06-13,small molecule,experimental,NA
DB03095,2005-06-13,small molecule,experimental,BE0001521
DB03096,2005-06-13,small molecule,experimental,BE0000941
DB03097,2005-06-13,small molecule,experimental,BE0001344
DB03098,2005-06-13,small molecule,experimental,BE0001301
DB03099,2005-06-13,small molecule,experimental,NA
DB03100,2005-06-13,small molecule,experimental,BE0000005;BE0000263
DB03101,2005-06-13,small molecule,experimental,BE0001224;BE0000250
DB03102,2005-06-13,small molecule,experimental,BE0000623
DB03103,2005-06-13,small molecule,experimental,BE0003106
DB03104,2005-06-13,small molecule,experimental,BE0000838
DB03105,2005-06-13,small molecule,experimental,NA
DB03106,2005-06-13,small molecule,investigational,BE0001955;BE0000978;BE0002943;BE0002199
DB03107,2005-06-13,small molecule,experimental,BE0001387
DB03108,2005-06-13,small molecule,experimental,BE0002944
DB03109,2005-06-13,small molecule,experimental,BE0001584;BE0001649;BE0001058
DB03110,2005-06-13,small molecule,experimental,BE0001019
DB03111,2005-06-13,small molecule,experimental,BE0001326
DB03112,2005-06-13,small molecule,experimental,BE0001668
DB03113,2005-06-13,small molecule,experimental,BE0001394
DB03114,2005-06-13,small molecule,experimental,BE0000838
DB03115,2005-06-13,small molecule,experimental,BE0000870
DB03116,2005-06-13,small molecule,experimental,BE0001381
DB03117,2005-06-13,small molecule,experimental,BE0001595
DB03118,2005-06-13,small molecule,experimental,BE0001210
