drug,creationDate,type,status,targets
DB02367,2005-06-13,small molecule,experimental,BE0001116
DB02368,2005-06-13,small molecule,experimental,BE0001526
DB02369,2005-06-13,small molecule,experimental,NA
DB02370,2005-06-13,small molecule,experimental,BE0001460
DB02371,2005-06-13,small molecule,experimental,BE0001529
DB02372,2005-06-13,small molecule,experimental,NA
DB02373,2005-06-13,small molecule,experimental,BE0001687
DB02374,2005-06-13,small molecule,experimental,BE0001339
DB02375,2005-06-13,small molecule,experimental,BE0001315;BE0004145
DB02376,2005-06-13,small molecule,experimental,BE0004338
DB02377,2005-06-13,small molecule,experimental,BE0002734;BE0000250;BE0001556;BE0002009;BE0001055
DB02378,2005-06-13,small molecule,experimental,BE0000988
DB02379,2005-06-13,small molecule,experimental,BE0000916;BE0001330;BE0001056;BE0001326;BE0002844;BE0002490;BE0002735;BE0002713;BE0002736;BE0002737;BE0002738;BE0002739;BE0002740;BE0002741;BE0002059;BE0002058;BE0004501;BE0001567;BE0001847;BE0001935;BE0004581;BE0001762;BE0001947;BE0001671;BE0001698;BE0001772;BE0004512;BE0001654;BE0001728;BE0001734;BE0004796;BE0001625;BE0002060;BE0001329;BE0002078;BE0001219;BE0004111;BE0002830;BE0002639;BE0003024;BE0003241;BE0003242;BE0002948;BE0002755;BE0004492;BE0004592;BE0003243;BE0003244;BE0003245;BE0003246;BE0001393;BE0003070;BE0001243;BE0003212;BE0004467;BE0003247;BE0000017;BE0001108;BE0002951;BE0001386;BE0003248;BE0001339;BE0002635;BE0001371;BE0003169;BE0001539;BE0003072;BE0001008;BE0001496;BE0004472;BE0001485;BE0003249;BE0004457;BE0003250;BE0001427;BE0003251;BE0001263;BE0003165;BE0001411;BE0001225;BE0001407;BE0001500;BE0001335;BE0001552;BE0001295;BE0000007;BE0001107;BE0000926;BE0001996;BE0002006;BE0002017
DB02380,2005-06-13,small molecule,experimental,NA
DB02381,2005-06-13,small molecule,investigational,BE0000286
DB02382,2005-06-13,small molecule,experimental,BE0001229;BE0001336
DB02383,2005-06-13,small molecule,withdrawn,BE0000747;BE0004352;BE0004353
DB02384,2005-06-13,small molecule,experimental,BE0001631
DB02385,2005-06-13,small molecule,experimental,NA
DB02386,2005-06-13,small molecule,experimental,BE0003882;BE0001395
DB02388,2005-06-13,small molecule,experimental,BE0001097
DB02390,2005-06-13,small molecule,experimental,NA
DB02391,2005-06-13,small molecule,experimental,BE0000250
DB02393,2005-06-13,small molecule,experimental,BE0001073
DB02394,2005-06-13,small molecule,experimental,BE0001243
DB02395,2005-06-13,small molecule,experimental,BE0001184
DB02396,2005-06-13,small molecule,experimental,BE0004467
DB02397,2005-06-13,small molecule,experimental,NA
DB02398,2005-06-13,small molecule,experimental,BE0000895
DB02399,2005-06-13,small molecule,experimental,BE0001880
DB02400,2005-06-13,small molecule,experimental,BE0001184
DB02401,2005-06-13,small molecule,experimental,BE0001448;BE0000068
DB02402,2005-06-13,small molecule,experimental,BE0001302;BE0004001
DB02403,2005-06-13,small molecule,experimental,BE0001248
DB02404,2005-06-13,small molecule,experimental,BE0000426
DB02405,2005-06-13,small molecule,experimental,BE0003957
DB02406,2005-06-13,small molecule,experimental,BE0002742
DB02407,2005-06-13,small molecule,experimental,BE0001072;BE0003734
DB02408,2005-06-13,small molecule,experimental,BE0001319;BE0004187
DB02409,2005-06-13,small molecule,experimental,NA
DB02410,2005-06-13,small molecule,experimental,BE0002674
DB02411,2005-06-13,small molecule,experimental,BE0000787
DB02412,2005-06-13,small molecule,experimental,NA
DB02413,2005-06-13,small molecule,experimental,BE0001907
DB02414,2005-06-13,small molecule,experimental,BE0001584
DB02415,2005-06-13,small molecule,experimental,BE0001326;BE0004172;BE0003941
DB02416,2005-06-13,small molecule,experimental,NA
DB02417,2005-06-13,small molecule,experimental,NA
DB02418,2005-06-13,small molecule,experimental,BE0004530
DB02419,2005-06-13,small molecule,experimental,BE0001014
DB02420,2005-06-13,small molecule,experimental,BE0000623
DB02421,2005-06-13,small molecule,experimental,BE0001901
DB02422,2005-06-13,small molecule,experimental,BE0001414
DB02423,2005-06-13,small molecule,experimental,NA
DB02424,2005-06-13,small molecule,investigational,BE0001898;BE0001120;BE0001165
DB02425,2005-06-13,small molecule,experimental,BE0002743
DB02426,2005-06-13,small molecule,experimental,BE0000599
DB02427,2005-06-13,small molecule,experimental,BE0001555;BE0000330
DB02428,2005-06-13,small molecule,experimental,BE0001732
DB02429,2005-06-13,small molecule,experimental,BE0000322
DB02430,2005-06-13,small molecule,experimental,BE0001867
DB02431,2005-06-13,small molecule,experimental,BE0002744;BE0002745;BE0001839;BE0001644;BE0001661;BE0001522;BE0001480;BE0002020
DB02432,2005-06-13,small molecule,experimental,BE0000838
DB02433,2005-06-13,small molecule,experimental,BE0001394;BE0001253
DB02434,2005-06-13,small molecule,experimental,BE0001389
DB02435,2005-06-13,small molecule,experimental,BE0001291;BE0001739
DB02436,2005-06-13,small molecule,experimental,BE0000623
DB02437,2005-06-13,small molecule,experimental,BE0001801;BE0001535;BE0000124
DB02438,2005-06-13,small molecule,experimental,BE0001330
DB02441,2005-06-13,small molecule,experimental,BE0001405
DB02442,2005-06-13,small molecule,experimental,BE0001377
DB02443,2005-06-13,small molecule,experimental,BE0001904
DB02445,2005-06-13,small molecule,experimental,BE0001567;BE0001626;BE0001423
DB02446,2005-06-13,small molecule,experimental,BE0001423
DB02447,2005-06-13,small molecule,experimental,BE0000916
DB02448,2005-06-13,small molecule,experimental,BE0001640;BE0003997;BE0003768
DB02449,2005-06-13,small molecule,experimental,BE0001116
DB02450,2005-06-13,small molecule,experimental,BE0001559;BE0003881
DB02451,2005-06-13,small molecule,experimental,BE0003895;BE0003896;BE0003897;BE0001200;BE0000880;BE0003898;BE0000683;BE0003899;BE0003900;BE0003901;BE0003902;BE0001028;BE0003903;BE0003904
DB02452,2005-06-13,small molecule,experimental,BE0002493;BE0001912;BE0001811;BE0001910;BE0004639;BE0001883;BE0001782;BE0001260;BE0001442;BE0001218
DB02453,2005-06-13,small molecule,experimental,BE0001885
DB02454,2005-06-13,small molecule,experimental,NA
DB02455,2005-06-13,small molecule,experimental,NA
DB02456,2005-06-13,small molecule,experimental,BE0001600
DB02457,2005-06-13,small molecule,experimental,BE0003620
DB02458,2005-06-13,small molecule,experimental,BE0000807;BE0001189
DB02459,2005-06-13,small molecule,experimental,BE0001701
DB02460,2005-06-13,small molecule,experimental,BE0001816
DB02461,2005-06-13,small molecule,experimental,BE0002023
DB02462,2005-06-13,small molecule,experimental,BE0000005
DB02463,2005-06-13,small molecule,experimental,BE0001739
DB02464,2005-06-13,small molecule,experimental,BE0004529;BE0001739
DB02465,2005-06-13,small molecule,experimental,BE0002194
DB02466,2005-06-13,small molecule,experimental,BE0000144
DB02467,2005-06-13,small molecule,experimental,BE0002490;BE0004533;BE0002060;BE0002746;BE0002747;BE0001438
DB02468,2005-06-13,small molecule,experimental,BE0000735
DB02469,2005-06-13,small molecule,experimental,BE0001243
DB02470,2005-06-13,small molecule,experimental,BE0001887
DB02471,2005-06-13,small molecule,experimental,BE0004338;BE0000916;BE0004111
DB02472,2005-06-13,small molecule,experimental,BE0002214
DB02473,2005-06-13,small molecule,experimental,BE0000895
DB02474,2005-06-13,small molecule,experimental,BE0001496
DB02475,2005-06-13,small molecule,experimental,BE0001314
DB02477,2005-06-13,small molecule,experimental,BE0001502
DB02479,2005-06-13,small molecule,experimental,BE0000322
DB02480,2005-06-13,small molecule,experimental,BE0001417
DB02481,2005-06-13,small molecule,experimental,BE0000400
DB02482,2005-06-13,small molecule,experimental,BE0001200;BE0003761;BE0004475;BE0001913;BE0001652;BE0002789;BE0002790;BE0001385;BE0000991;BE0000923
DB02483,2005-06-13,small molecule,experimental,BE0000425;BE0001241
DB02484,2005-06-13,small molecule,experimental,BE0001644
DB02485,2005-06-13,small molecule,experimental,BE0004564
DB02486,2005-06-13,small molecule,experimental,BE0002281;BE0001248
DB02488,2005-06-13,small molecule,experimental,NA
DB02489,2005-06-13,small molecule,experimental,BE0001289
DB02490,2005-06-13,small molecule,experimental,BE0000714
DB02491,2005-06-13,small molecule,experimental,BE0000748
DB02492,2005-06-13,small molecule,experimental,BE0003505
DB02493,2005-06-13,small molecule,experimental,BE0001441
DB02494,2005-06-13,small molecule,experimental,BE0004112;BE0003823;BE0003824;BE0003825;BE0003826;BE0003827;BE0003828;BE0003829;BE0003830;BE0003831;BE0003832;BE0003833;BE0003834;BE0003835;BE0003753
DB02495,2005-06-13,small molecule,experimental,BE0001403
DB02496,2005-06-13,small molecule,experimental,BE0001575;BE0001540
DB02497,2005-06-13,small molecule,experimental,BE0004149
DB02498,2005-06-13,small molecule,experimental,BE0001717
DB02499,2005-06-13,small molecule,experimental,BE0000286
DB02500,2005-06-13,small molecule,experimental,BE0001403
DB02501,2005-06-13,small molecule,experimental,BE0001871
DB02502,2005-06-13,small molecule,experimental,NA
DB02503,2005-06-13,small molecule,experimental,BE0001358
DB02504,2005-06-13,small molecule,experimental,BE0001640
DB02505,2005-06-13,small molecule,experimental,BE0001694
DB02506,2005-06-13,small molecule,experimental,BE0003810;BE0003750;BE0002326;BE0003749;BE0003811
DB02507,2005-06-13,small molecule,experimental,BE0002793
DB02508,2005-06-13,small molecule,experimental,BE0001517;BE0000776;BE0002499;BE0004143
DB02509,2005-06-13,small molecule,experimental,BE0002196;BE0001777
DB02510,2005-06-13,small molecule,experimental,BE0000188
DB02511,2005-06-13,small molecule,experimental,BE0001831
DB02512,2005-06-13,small molecule,experimental,BE0001683;BE0004565
DB02513,2005-06-13,small molecule,approved,NA
DB02514,2005-06-13,small molecule,experimental,BE0001349
DB02515,2005-06-13,small molecule,experimental,BE0001073;BE0004565;BE0001540;BE0001256
DB02516,2005-06-13,small molecule,experimental,BE0001666
DB02517,2005-06-13,small molecule,experimental,BE0001346
DB02518,2005-06-13,small molecule,experimental,BE0000747
DB02519,2005-06-13,small molecule,experimental,BE0000916;BE0001827
DB02520,2005-06-13,small molecule,experimental,NA
DB02521,2005-06-13,small molecule,experimental,BE0002707;BE0004037
DB02522,2005-06-13,small molecule,experimental,BE0001894
DB02523,2005-06-13,small molecule,experimental,NA
DB02524,2005-06-13,small molecule,experimental,BE0001431
DB02525,2005-06-13,small molecule,experimental,NA
DB02526,2005-06-13,small molecule,experimental,BE0001739;BE0000895
DB02527,2005-06-13,small molecule,experimental,BE0004631;BE0003425;BE0004497;BE0002794;BE0002795;BE0002013
DB02528,2005-06-13,small molecule,experimental,BE0004467
DB02529,2005-06-13,small molecule,experimental,BE0001667
DB02530,2005-06-13,small molecule,approved,BE0000347;BE0000217;BE0002340
DB02531,2005-06-13,small molecule,experimental,BE0002742
DB02532,2005-06-13,small molecule,experimental,BE0001467;BE0003983
DB02534,2005-06-13,small molecule,experimental,BE0001248
DB02535,2005-06-13,small molecule,experimental,BE0000322
DB02536,2005-06-13,small molecule,experimental,NA
DB02537,2005-06-13,small molecule,experimental,BE0001831
DB02538,2005-06-13,small molecule,experimental,BE0001072
DB02540,2005-06-13,small molecule,experimental,BE0001476
DB02541,2005-06-13,small molecule,experimental,BE0001583
DB02542,2005-06-13,small molecule,experimental,BE0004560
DB02543,2005-06-13,small molecule,experimental,BE0001301
DB02544,2005-06-13,small molecule,experimental,BE0001553
DB02545,2005-06-13,small molecule,experimental,BE0001777
DB02546,2005-06-13,small molecule,approved,BE0002365;BE0002366;BE0002367;BE0002368;BE0001608;BE0002796
DB02547,2005-06-13,small molecule,experimental,BE0003278
DB02548,2005-06-13,small molecule,experimental,BE0001199
DB02549,2005-06-13,small molecule,experimental,BE0001669
DB02550,2005-06-13,small molecule,experimental,BE0001120
DB02551,2005-06-13,small molecule,experimental,BE0000895
DB02552,2005-06-13,small molecule,experimental,BE0001303;BE0001748;BE0004106;BE0000776;BE0004037;BE0003570;BE0004093;BE0004107
DB02553,2005-06-13,small molecule,experimental,BE0000648
DB02554,2005-06-13,small molecule,experimental,NA
DB02555,2005-06-13,small molecule,experimental,BE0001029
DB02556,2005-06-13,small molecule,experimental,BE0000273;BE0001026
DB02557,2005-06-13,small molecule,experimental,BE0000266;BE0008984
DB02558,2005-06-13,small molecule,experimental,BE0000266
DB02559,2005-06-13,small molecule,experimental,BE0000330;BE0001555
DB02560,2005-06-13,small molecule,experimental,BE0001397
DB02561,2005-06-13,small molecule,experimental,BE0002736
DB02562,2005-06-13,small molecule,experimental,BE0000753
DB02563,2005-06-13,small molecule,experimental,BE0004500
DB02565,2005-06-13,small molecule,experimental,BE0001608
DB02566,2005-06-13,small molecule,experimental,BE0004325;BE0004326
DB02567,2005-06-13,small molecule,experimental,BE0001902
DB02568,2005-06-13,small molecule,investigational,BE0000250
DB02569,2005-06-13,small molecule,experimental,BE0003106
DB02570,2005-06-13,small molecule,experimental,BE0004144
DB02571,2005-06-13,small molecule,experimental,BE0001643
DB02572,2005-06-13,small molecule,experimental,BE0001496
DB02573,2005-06-13,small molecule,experimental,BE0003317
DB02574,2005-06-13,small molecule,experimental,BE0001496
DB02576,2005-06-13,small molecule,experimental,BE0001771
DB02577,2005-06-13,small molecule,experimental,NA
DB02578,2005-06-13,small molecule,experimental,BE0001349
DB02579,2005-06-13,small molecule,experimental,BE0002015
DB02580,2005-06-13,small molecule,experimental,BE0004295;BE0004302;BE0004303;BE0004304;BE0004305;BE0004306;BE0004307;BE0004308;BE0004309;BE0004310;BE0004311
DB02581,2005-06-13,small molecule,experimental,BE0001029
DB02582,2005-06-13,small molecule,experimental,NA
DB02583,2005-06-13,small molecule,experimental,BE0000330
DB02585,2005-06-13,small molecule,experimental,BE0001583
DB02586,2005-06-13,small molecule,experimental,BE0001337
DB02587,2005-06-13,small molecule,investigational,BE0003732;BE0003731;BE0003733;BE0001195
DB02588,2005-06-13,small molecule,experimental,BE0001358
DB02589,2005-06-13,small molecule,experimental,BE0000263
DB02590,2005-06-13,small molecule,experimental,BE0001295
DB02591,2005-06-13,small molecule,experimental,BE0001229
DB02592,2005-06-13,small molecule,experimental,BE0001691
DB02593,2005-06-13,small molecule,experimental,BE0001212
DB02594,2005-06-13,small molecule,investigational,BE0002018;BE0004639;BE0002804
DB02595,2005-06-13,small molecule,experimental,BE0002019;BE0001578
DB02596,2005-06-13,small molecule,experimental,BE0001450;BE0001387;BE0001601;BE0001832;BE0002733;BE0002805;BE0002806;BE0002807
DB02597,2005-06-13,small molecule,experimental,BE0001346;BE0000266;BE0003783
DB02598,2005-06-13,small molecule,experimental,BE0002200
DB02599,2005-06-13,small molecule,experimental,BE0001405
DB02600,2005-06-13,small molecule,experimental,BE0001667
DB02601,2005-06-13,small molecule,experimental,NA
DB02602,2005-06-13,small molecule,experimental,BE0000322
DB02603,2005-06-13,small molecule,experimental,BE0001072
DB02604,2005-06-13,small molecule,experimental,BE0000916
DB02606,2005-06-13,small molecule,investigational,BE0001892
DB02607,2005-06-13,small molecule,experimental,BE0003106
DB02608,2005-06-13,small molecule,experimental,BE0001493
DB02609,2005-06-13,small molecule,experimental,BE0001581
DB02610,2005-06-13,small molecule,experimental,BE0000322
DB02611,2005-06-13,small molecule,experimental,BE0003761
DB02613,2005-06-13,small molecule,experimental,BE0001326;BE0000382;BE0001790;BE0004027
DB02614,2005-06-13,small molecule,experimental,BE0001568;BE0003894
DB02615,2005-06-13,small molecule,experimental,BE0000623;BE0000123
DB02616,2005-06-13,small molecule,experimental,BE0002214
DB02617,2005-06-13,small molecule,experimental,BE0001246
DB02618,2005-06-13,small molecule,experimental,NA
DB02619,2005-06-13,small molecule,experimental,NA
DB02620,2005-06-13,small molecule,experimental,BE0000623
DB02621,2005-06-13,small molecule,experimental,BE0002101;BE0004161;BE0002604
DB02622,2005-06-13,small molecule,experimental,BE0000623
DB02623,2005-06-13,small molecule,experimental,BE0004618
DB02624,2005-06-13,small molecule,experimental,BE0000752
DB02625,2005-06-13,small molecule,experimental,BE0002810
DB02626,2005-06-13,small molecule,experimental,BE0001326
DB02627,2005-06-13,small molecule,experimental,BE0001358
DB02628,2005-06-13,small molecule,experimental,BE0001156
DB02629,2005-06-13,small molecule,experimental,BE0002050
DB02630,2005-06-13,small molecule,experimental,BE0001250
DB02632,2005-06-13,small molecule,experimental,BE0001404;BE0001421
DB02633,2005-06-13,small molecule,experimental,BE0001184;BE0000814
DB02635,2005-06-13,small molecule,experimental,BE0000721
DB02636,2005-06-13,small molecule,experimental,BE0003768
DB02637,2005-06-13,small molecule,experimental,BE0004459;BE0001891;BE0000909;BE0001641;BE0002811
DB02638,2005-06-13,small molecule,approved,BE0000293;BE0000773;BE0000165
DB02639,2005-06-13,small molecule,experimental,NA
DB02640,2005-06-13,small molecule,experimental,BE0001534
DB02641,2005-06-13,small molecule,experimental,BE0001865
DB02642,2005-06-13,small molecule,experimental,BE0001568;BE0003894;BE0000302
DB02643,2005-06-13,small molecule,experimental,BE0001571;BE0003418;BE0002196
DB02644,2005-06-13,small molecule,experimental,BE0000005;BE0000067
DB02645,2005-06-13,small molecule,experimental,BE0001847
DB02646,2005-06-13,small molecule,experimental,BE0004467
DB02647,2005-06-13,small molecule,experimental,BE0001072
DB02648,2005-06-13,small molecule,experimental,BE0000496;BE0000373
DB02649,2005-06-13,small molecule,experimental,BE0002702
DB02650,2005-06-13,small molecule,experimental,NA
DB02651,2005-06-13,small molecule,experimental,BE0000623
DB02652,2005-06-13,small molecule,experimental,BE0003753
DB02654,2005-06-13,small molecule,experimental,NA
DB02655,2005-06-13,small molecule,experimental,BE0001346;BE0001532
DB02656,2005-06-13,small molecule,experimental,BE0001277;BE0001315
DB02657,2005-06-13,small molecule,experimental,BE0001423;BE0001686
DB02658,2005-06-13,small molecule,experimental,BE0001804
DB02659,2005-06-13,small molecule,approved,BE0001033;BE0000465;BE0002088;BE0001967;BE0003986;BE0000335;BE0003385;BE0003987;BE0003988;BE0003989;BE0003990;BE0003991;BE0003992;BE0003993;BE0003994;BE0003995;BE0003996;BE0003997;BE0002705;BE0003999;BE0001392;BE0001777;BE0005788
DB02660,2005-06-13,small molecule,experimental,BE0000487
DB02661,2005-06-13,small molecule,experimental,BE0003094
DB02662,2005-06-13,small molecule,experimental,BE0000623
DB02663,2005-06-13,small molecule,experimental,BE0001881
DB02664,2005-06-13,small molecule,experimental,BE0001395
DB02665,2005-06-13,small molecule,experimental,BE0001739
DB02666,2005-06-13,small molecule,experimental,BE0001441
DB02667,2005-06-13,small molecule,experimental,BE0002812
DB02668,2005-06-13,small molecule,experimental,BE0000787
DB02669,2005-06-13,small molecule,experimental,BE0001346;BE0003783
DB02670,2005-06-13,small molecule,experimental,BE0001243;BE0004581
DB02671,2005-06-13,small molecule,experimental,BE0004467;BE0001604
DB02673,2005-06-13,small molecule,experimental,BE0000426
DB02674,2005-06-13,small molecule,experimental,BE0001668
DB02675,2005-06-13,small molecule,experimental,NA
DB02676,2005-06-13,small molecule,experimental,BE0001287
DB02677,2005-06-13,small molecule,experimental,BE0001397
DB02678,2005-06-13,small molecule,experimental,BE0001008
DB02679,2005-06-13,small molecule,experimental,BE0000322;BE0003417
DB02680,2005-06-13,small molecule,experimental,BE0001911
DB02681,2005-06-13,small molecule,experimental,BE0004552;BE0001224
DB02683,2005-06-13,small molecule,experimental,BE0002050
DB02684,2005-06-13,small molecule,experimental,BE0000188
DB02685,2005-06-13,small molecule,experimental,BE0000939
DB02686,2005-06-13,small molecule,experimental,BE0001440
DB02688,2005-06-13,small molecule,experimental,BE0002667
DB02689,2005-06-13,small molecule,experimental,BE0000286
DB02690,2005-06-13,small molecule,experimental,BE0001717
DB02691,2005-06-13,small molecule,investigational,BE0001967
DB02693,2005-06-13,small molecule,experimental,BE0001270
DB02694,2005-06-13,small molecule,experimental,BE0001387
DB02695,2005-06-13,small molecule,experimental,BE0001890
DB02696,2005-06-13,small molecule,experimental,BE0000259
DB02697,2005-06-13,small molecule,experimental,BE0000966;BE0001116
DB02698,2005-06-13,small molecule,experimental,NA
DB02699,2005-06-13,small molecule,experimental,NA
DB02700,2005-06-13,small molecule,experimental,BE0001326
DB02701,2005-06-13,small molecule,approved,BE0001869;BE0000425;BE0001717;BE0003362;BE0001241
DB02702,2005-06-13,small molecule,experimental,BE0001594
DB02703,2005-06-13,small molecule,approved,BE0001796;BE0001800;BE0001542
DB02704,2005-06-13,small molecule,experimental,BE0002050
DB02705,2005-06-13,small molecule,experimental,BE0000895
DB02706,2005-06-13,small molecule,experimental,BE0001559
DB02707,2005-06-13,small molecule,experimental,NA
DB02709,2005-06-13,small molecule,approved,BE0000220;BE0001209;BE0000017;BE0000262;BE0000309;BE0000248;BE0003721;BE0008985;BE0008988;BE0001155;BE0003392;BE0000878;BE0000123;BE0000515;BE0000327;BE0005467;BE0000956;BE0003848;BE0001057;BE0003074;BE0000071;BE0000215;BE0000428;BE0009095;BE0000230
DB02710,2005-06-13,small molecule,experimental,BE0001084
DB02711,2005-06-13,small molecule,experimental,BE0001270
DB02712,2005-06-13,small molecule,investigational,BE0000747
DB02713,2005-06-13,small molecule,experimental,BE0001590
DB02714,2005-06-13,small molecule,experimental,BE0003317
DB02715,2005-06-13,small molecule,experimental,BE0000123
DB02716,2005-06-13,small molecule,experimental,BE0000957
DB02717,2005-06-13,small molecule,experimental,BE0002818
DB02719,2005-06-13,small molecule,experimental,BE0000916
DB02720,2005-06-13,small molecule,experimental,BE0000916
DB02721,2005-06-13,small molecule,experimental,BE0001873;BE0000465;BE0000400;BE0000227
DB02722,2005-06-13,small molecule,experimental,BE0002819
DB02723,2005-06-13,small molecule,experimental,BE0000048
DB02724,2005-06-13,small molecule,experimental,BE0001379;BE0001326
DB02725,2005-06-13,small molecule,experimental,BE0001519
DB02726,2005-06-13,small molecule,experimental,BE0001752;BE0001818;BE0003844;BE0000088;BE0001877;BE0001905;BE0004550;BE0001889;BE0002004;BE0000046;BE0001256;BE0001596;BE0004460
DB02727,2005-06-13,small molecule,experimental,BE0000067
DB02728,2005-06-13,small molecule,experimental,BE0001855
DB02729,2005-06-13,small molecule,experimental,BE0001594
DB02730,2005-06-13,small molecule,experimental,BE0004457
DB02731,2005-06-13,small molecule,experimental,BE0002256;BE0004060
DB02732,2005-06-13,small molecule,experimental,NA
DB02733,2005-06-13,small molecule,experimental,BE0001827;BE0002216;BE0000923;BE0001062;BE0001072;BE0004323
DB02734,2005-06-13,small molecule,experimental,BE0002671;BE0002672
DB02735,2005-06-13,small molecule,experimental,BE0001197
DB02736,2005-06-13,small molecule,experimental,BE0001443
DB02738,2005-06-13,small molecule,experimental,BE0002822
DB02740,2005-06-13,small molecule,experimental,BE0001389;BE0003777;BE0003778;BE0003779;BE0003482
DB02741,2005-06-13,small molecule,experimental,BE0000144
DB02742,2005-06-13,small molecule,experimental,BE0001789;BE0003505;BE0001414
DB02743,2005-06-13,small molecule,experimental,BE0002730
DB02744,2005-06-13,small molecule,experimental,BE0001739
DB02745,2005-06-13,small molecule,investigational,BE0004434;BE0002061
DB02746,2005-06-13,small molecule,experimental,BE0001336;BE0000123;BE0000557;BE0000792;BE0000071;BE0001007;BE0000215;BE0000412;BE0000078;BE0000707
DB02747,2005-06-13,small molecule,experimental,NA
DB02749,2005-06-13,small molecule,experimental,BE0001914
DB02750,2005-06-13,small molecule,experimental,BE0004053
DB02751,2005-06-13,small molecule,experimental,BE0000567
DB02752,2005-06-13,small molecule,experimental,BE0001438
DB02753,2005-06-13,small molecule,experimental,BE0002706
DB02754,2005-06-13,small molecule,experimental,BE0001898;BE0001120
DB02755,2005-06-13,small molecule,experimental,BE0004494
DB02756,2005-06-13,small molecule,experimental,NA
DB02757,2005-06-13,small molecule,experimental,BE0000465;BE0000123;BE0000792
DB02758,2005-06-13,small molecule,experimental,BE0001217;BE0001389;BE0003768
DB02759,2005-06-13,small molecule,experimental,BE0003751
DB02760,2005-06-13,small molecule,experimental,NA
DB02761,2005-06-13,small molecule,experimental,BE0002377;BE0002823;BE0002824;BE0002825;BE0004455;BE0002826;BE0001760;BE0001799;BE0001511
DB02762,2005-06-13,small molecule,experimental,BE0000838
DB02763,2005-06-13,small molecule,experimental,BE0001876;BE0000981
DB02765,2005-06-13,small molecule,experimental,BE0001403
DB02766,2005-06-13,small molecule,experimental,BE0002024
DB02767,2005-06-13,small molecule,experimental,BE0001326;BE0004021;BE0004024;BE0002442
DB02768,2005-06-13,small molecule,experimental,BE0002050
DB02770,2005-06-13,small molecule,experimental,BE0001229
DB02772,2005-06-13,small molecule,approved,BE0002829;BE0002830;BE0002718;BE0002831;BE0002832;BE0002833;BE0004442;BE0002834;BE0002835;BE0002788;BE0002836;BE0001849;BE0002101;BE0001358;BE0001483;BE0003751;BE0001527;BE0000395
DB02773,2005-06-13,small molecule,experimental,BE0000017
DB02774,2005-06-13,small molecule,experimental,BE0003814;BE0001234
DB02776,2005-06-13,small molecule,experimental,BE0002837;BE0001696
DB02777,2005-06-13,small molecule,experimental,NA
DB02778,2005-06-13,small molecule,experimental,BE0002431
DB02779,2005-06-13,small molecule,experimental,BE0001071
DB02780,2005-06-13,small molecule,experimental,BE0002838
DB02781,2005-06-13,small molecule,experimental,NA
DB02783,2005-06-13,small molecule,experimental,BE0000383;BE0001510
DB02784,2005-06-13,small molecule,experimental,BE0000623
DB02785,2005-06-13,small molecule,experimental,BE0002050
DB02786,2005-06-13,small molecule,experimental,BE0001769
DB02787,2005-06-13,small molecule,experimental,BE0002562
DB02788,2005-06-13,small molecule,experimental,NA
DB02789,2005-06-13,small molecule,approved,BE0001264;BE0000956
DB02790,2005-06-13,small molecule,experimental,BE0001901
DB02792,2005-06-13,small molecule,experimental,NA
DB02793,2005-06-13,small molecule,experimental,BE0002649
DB02794,2005-06-13,small molecule,experimental,BE0001476
DB02795,2005-06-13,small molecule,experimental,BE0003997;BE0003768
DB02796,2005-06-13,small molecule,experimental,BE0000250
DB02797,2005-06-13,small molecule,experimental,BE0001358
DB02798,2005-06-13,small molecule,experimental,BE0001675
DB02799,2005-06-13,small molecule,experimental,BE0002022
DB02800,2005-06-13,small molecule,experimental,BE0000331;BE0001906
DB02801,2005-06-13,small molecule,experimental,BE0001769;BE0001857
DB02802,2005-06-13,small molecule,experimental,BE0001496
DB02803,2005-06-13,small molecule,experimental,BE0000270
DB02804,2005-06-13,small molecule,experimental,BE0001342
DB02805,2005-06-13,small molecule,experimental,BE0003317
DB02806,2005-06-13,small molecule,experimental,NA
DB02807,2005-06-13,small molecule,experimental,NA
DB02808,2005-06-13,small molecule,experimental,NA
DB02809,2005-06-13,small molecule,experimental,BE0001614
DB02810,2005-06-13,small molecule,experimental,BE0001486
DB02811,2005-06-13,small molecule,experimental,BE0002180;BE0001688
DB02812,2005-06-13,small molecule,experimental,BE0001739
DB02813,2005-06-13,small molecule,experimental,BE0001584;BE0001153
DB02814,2005-06-13,small molecule,experimental,NA
DB02816,2005-06-13,small molecule,experimental,BE0001430
DB02817,2005-06-13,small molecule,experimental,BE0001246
DB02818,2005-06-13,small molecule,experimental,BE0000829
DB02819,2005-06-13,small molecule,experimental,BE0001229
DB02820,2005-06-13,small molecule,experimental,BE0000317
DB02821,2005-06-13,small molecule,experimental,BE0000424
DB02822,2005-06-13,small molecule,experimental,BE0000465
DB02823,2005-06-13,small molecule,experimental,BE0001896
DB02824,2005-06-13,small molecule,experimental,BE0002839;BE0001838;BE0000331;BE0000404
DB02825,2005-06-13,small molecule,experimental,BE0000426
DB02827,2005-06-13,small molecule,experimental,BE0000623
DB02828,2005-06-13,small molecule,experimental,BE0001285
DB02829,2005-06-13,small molecule,experimental,BE0001468
DB02830,2005-06-13,small molecule,experimental,BE0002214
DB02831,2005-06-13,small molecule,experimental,BE0002022;BE0000869
DB02832,2005-06-13,small molecule,experimental,BE0001900
DB02833,2005-06-13,small molecule,experimental,BE0001072;BE0003734
